id,date,author,quote
54,2018-09-18,Serge,"""Wait. No. Nooo! Ah, phantoms, why!? Why did the stream have to end this way!?"""
55,2018-09-21,Serge,"""He's trying to lick us! He's trying to lick us!"""
56,2018-09-21,Serge,"""Help me! There is a very angry cat! Ben! I'm being licked! I'm being aggressively licked!"""
57,2018-09-21,Serge,"""Oh my god! You killed me with a boat!"""
58,2018-09-21,Serge,"""We need to test out that new mechanic, give me the D!"""
60,2018-09-21,Serge,"""No, why'd it have to be teeth? Anything but teeth!"""
61,2018-09-21,Serge,"""Jus' say 'no' ta laza-bois."""
63,2018-09-21,Serge,"""I am the Spider-Frenchman! Fear me!"""
64,2018-09-24,Serge,"""Once all this thinkin' stuff is done, I'm sure it'll be a lot quicker."""
65,2018-09-24,Serge,"""Why are you still angry?! I paid for my sins!"""
66,2018-09-24,Serge,"""Chat we may have to give up on the memes."""
67,2018-09-24,Serge,"""What bear?"""
68,2018-09-24,Serge,"""That was a butt call."""
69,2018-09-24,Serge,"""Memes are dead."""
71,2018-09-24,Serge,"""That's a *lot* of laser-moths."""
72,2018-09-24,Serge,"""I want to be able to see them die."""
73,2018-09-24,Serge,"""The only way to go into the Danger Room is, of course, to take off everything."""
74,2018-09-24,Serge,"""I believe in your ability to kidnap bears."""
75,2018-09-24,Serge,"""Jo has come to fill me full of fish."""
77,2018-09-24,"Serge, discussing his Minecraft skills before immediately falling off a build","""There's a lot of room for improvement, here."""
78,2018-09-24,Serge,"""I'M THE GREATEST MINECRAFT PLAYER ALIVE!"""
80,2018-09-25,Serge,"""The scope creep is REAL, friends."""
81,2018-25-09,Serge,"""I have a magic presence."""
82,2018-09-25,Serge,"""Obviously, that's not SUPPOSED to be a pun..."""
83,2018-25-09,Serge,"""Well it was a lot like four fishes kissing."""
86,2018-25-09,Serge,"""We always make it pretty."""
87,2018-09-25,Serge,"""That's a free range jungle-chicken!"""
88,2018-09-29,Serge,"""JEEEBEJEBEBE. It scared me. That's why I made that noise."""
89,2018-09-26,Serge,"""Classic James. Big cheats Turner, we like to call him."""
90,2018-09-26,Serge,"""Yeah but JoeKim, you're a monster."""
91,2018-09-26,Serge,"""I'm not caving. We found diamonds! Totally Worth it! This is why we CAVE!"""
92,2015-27-09,Serge,"""Come down for the great new sound, that XP Tinkle!"""
93,2018-27-09,Serge,"""No! I have to fix my potato!"""
94,2018-27-09,Serge,"""They definitely can't spawn within us."""
95,2018-27-09,Serge,"""I didn't mean to set Jo on fire."""
96,2018-09-27,Serge,"""We have to go pull dirt out of James."""
97,2018-09-27,Serge,"""That means another thing wound up inside of James."""
98,2018-09-27,Serge,"""Darkness! I love darkness!"""
99,2018-09-27,Serge,"""Do we have enough podzol up here? I don't think we have enough podzol. Podzol."""
100,2018-09-27,Serge,"""...heck."""
101,2018-09-27,Serge,"""Alright, let's head to our kanban board!"""
102,2018-27-09,Serge,"""She's also covered the teeth in cats."""
103,2018-27-09,Serge,"""Our nerd box is going to be so Happy!"""
104,2018-09-27,Serge,"""All I have is the ability to ruin redstone."""
106,2018-09-28,Serge,"""I don't read!"""
107,2018-09-28,Serge,"""I'm a big BURLY PIGEON!"""
109,2018-09-28,Serge,"""I remember when I was a boy, playin' the ol' pushy-tube."""
110,2018-09-28,Serge,"""Classic Evil JoeKim."""
112,2018-09-28,Serge,"""I love that we're talking about managing turkey-aggro"""
113,2018-09-28,Serge,"""Bosses always have three forms, the Turkey is coming back!"""
116,2018-09-28,Serge,"""Here comes ol' Butter Chicken-Crotch."""
117,2018-09-28,Serge,"""My name is James, and I get to tell people what to do."""
118,2018-09-28,Serge,"""Did you ever play with electrical fences as a kid?"""
119,2018-10-01,Serge,"""Clean *and* symmetrical? My two favourite words!"""
120,2018-10-01,Serge,"""That's not a huge fire. At *best* that's a medium fire."""
121,2018-10-01,Serge,"""I always refer to myself as 'The Player.'"""
122,2018-10-01,Serge,"""Why cut corners, right?"""
123,2018-10-02,Serge,"""No, babies don't have drops....which is completely FINE."""
124,2018-10-02,Serge,"""Sweetie can you sleep so I don't die?"""
125,2018-10-02,Serge,"""Not hanging out with this weird shirtless dishes human!"""
126,2018-10-02,Serge,"""Wait a second... why is this potato SIDEWAYS?"""
127,2018-10-02,Serge,"""I didn't realize my mods looked up to me like some kind of monarch. A fair and just streamer."""
128,2018-10-02,Serge,"""That solid black wall is squirming"""
129,2018-10-02,Serge,"""That's too many fish!"""
130,2018-10-02,Serge,"""Kelp is the nerdpole of the sea."""
132,2018-10-03,Serge,"""Carpets aren't real."""
133,2018-10-03,Serge,"""The lewd tunnel is lewd."""
134,2018-10-03,Serge,"""This is so cute! Oh no, there's a creeper! Awkward!"""
135,2018-10-03,Serge,"""Oh, right! The SPIDERS!"""
136,2018-10-03,Serge,"""No spiders in the bedroom."""
137,2018-10-03,Serge,"""I think one of the issues we've had recently with the kanban board is it hasn't been large enough."""
138,2018-10-03,Serge,"""I'm living the Millennial dream: I'm working more and making less!"""
139,2018-10-03,Serge,"""I think we have to lower everything by one."""
140,2018-10-03,Serge,"""I forgot that we have INFINITE resources."""
141,2018-10-03,Serge,"""I think I have to smash some bones."""
142,2018-10-04,Serge,"""Yay! I needed that Chat Validation."""
143,2018-10-04,Serge,"""Oofa. What have I done!?"""
145,2018-10-04,Serge,"""All I know how to do is style."""
146,2018-10-04,Serge,"""We stand in our meditation pool, and we just stare at our Kanban board..."""
147,2018-10-04,Serge,"""Good. I was feeling like we had too many resources, friends."""
148,2018-10-04,Serge,"""Turns out I am not an oil-patch kind of human."""
150,2018-10-05,Serge,"""No! NO this is mine! Ya BUTTS!"""
152,2018-10-05,Serge,"""Wait. What if it's a GOOD explosion? What if it...explodes stars...all over us."""
156,2018-10-08,Serge,"""Thanks for letting me know there were problems with my face Chat!"""
157,2018-10-08,Serge,"""Why are days so short in this game? Don't they know I have things to do?"""
159,2018-10-08,Serge,"""I'm known for my impeccable Poker Face."""
160,2018-10-08,Serge,"""Why is JoeKim so clever, chat? Why is JoeKim so clever?"""
161,2018-10-08,Serge,"""I'm going to stop cheating now."""
162,2018-10-09,Serge,"""I need an ADULT! Eggplant!"""
163,2018-10-09,Serge,"""I don't have time to READ! What do you think this is, a library?"""
164,2018-10-09,Serge,"""That is what they call me, Sick Grindy Yager!"""
165,2018-10-09,Serge,"""I'm a God!"""
166,2018-10-09,Serge,"""Ice, Ice....Baby."""
167,2018-10-09,Serge,"""Hopper time! (Woah-oh-oh...)"""
168,2018-10-09,Serge,"""Don't tell Jo."""
169,2018-10-09,Serge,"""Oh no. Why do we have a 'Don't tell Jo' quote? Dammit."""
170,2018-10-10,Serge,"""Uh oh! The podzol! The podzol is dangerous!"""
171,2018-10-10,Serge,"""Not everything we do results in some type of comical failure..."""
172,2018-10-10,Serge,"""This was our concrete corner."""
173,2018-10-10,Serge,"""...I think I have to drop this whole thing down two blocks. Euueughuh..."""
174,2018-10-10,Serge,"""Will we ever learn? Nah!"""
175,2018-10-10,Serge,"""Man, now we sound like *real* condo developers. 'Yeah, that nature's gonna have to go...'"""
176,2018-10-10,Serge,"""I'm making this too small, friends. I'm making this *way* too small. I should bring this out another three blocks..."""
177,2018-10-10,Serge,"""We'll figure out what we want to do with this tube after."""
178,2018-10-10,Serge,"""I might just have to smash that melon..."""
180,2018-10-10,Serge,"""It was so simple it kind of made me upset."""
181,2018-10-10,Serge,"""It's okay... there's no occupational health and safety here in Minecraft Land."""
182,2018-10-10,Serge,"""I will find a use for polished diorite some day."""
183,2018-10-10,Serge to himself,"""They haven't been turned into boxes yet Serge."""
184,2018-10-10,Serge,"""What are we, peasants?"""
185,2018-10-10,Serge,"""We found ourselves a magical little space egg that's going to take us home."""
186,2018-10-10,Serge,"""We did it chat. We did the meme thing."""
187,2018-10-11,Serge,"""Ha! Haha! You live *today*, cow friends..."""
188,2018-10-11,Serge,"""Where are my pickles at?"""
190,2018-10-11,Serge,"""I've never streamed Magic before."""
191,2018-10-11,Serge,"""It's not good, but it's also not great..."""
192,2018-10-11,Serge,"""Why didn't I block the unicorn?!"""
193,2018-10-12,Serge,"""Wow! I *totally* speak sheep!"""
194,2018-10-12,Serge,"""Adam, you should put the bucket on your head."""
195,2018-10-12,Serge,"""Oh, god, I could eat my first corpse!"""
196,2018-10-12,Serge,"""Look, if I'm not able to judge dragon people for looking the same, don't judge elves for being cannibals."""
199,2018-10-12,Serge,"""I'm very disappointed that the dog won't just tell me who did the murder."""
200,2018-10-12,Serge,"""Listen to the sea, Ben. Become one with the sea!"""
201,2018-10-12,"Serge, the clean shaven boi","""Burn my beard....that's a good saying!"""
204,2018-10-12,Serge,"""Alright! Everybody ready for me to commit some cannibalism in here?!"""
205,2018-10-12,Serge,"""Yay! My first cannibalism!"""
206,2018-10-12,Serge,"""Ah, yes. Death. My only weakness."""
207,2018-10-12,Serge,"""You can't die on the tutorial level. It's fine. ...uh-oh."""
208,2018-10-12,Serge,"""Let it be known, for the record, that Adam and Ben are MONSTERS."""
209,2018-10-12,Serge,"""Before we murder this random stranger, can we take a quick break? I really need to use the washroom..."""
210,2018-10-12,Serge,"""I am Serge, animal friend, eater of people!"""
211,2018-10-12,Serge,"""Look, the kid started it, okay!?"""
214,2018-10-12,Serge,"""Aw, my skirt is gone! Now I'm wearing pants!?"""
215,2018-10-12,Serge,"""Oh, I'm a *god*!"""
216,2018-10-12,Serge,"""Put your bucket back on!"""
218,2018-10-12,Serge,"""I have to go cry slash pee. But mostly just cry."""
219,2018-10-12,Serge,"""What is with people and just *touching* faces?"""
220,2018-10-12,Serge,"""Go! Go, my sweet meat popsicles! Give them hell!"""
222,2018-10-15,Serge,"""Hold up, hold up, hold up, hold up... no, we need to move the whole thing."""
223,2018-10-15,Serge,"""Oh, JoeKim, you're *so* smart!"""
225,2018-10-15,Serge,"""Thank you JoeKim, for Fixing my shame."""
228,2018-10-15,Serge,"""How did we accrue 4 falls in 30 seconds? Because I'm a PRO Minecraft Player!"""
229,2018-10-15,Serge,"""JoeKim just takes such good care of me, chat."""
231,2018-10-15,Serge,"""Eff symmetry!"""
232,2018-10-16,Serge,"""The scope seems to be increasing *slightly*, here..."""
233,2018-10-16,Serge,"""Half. Half. Half. Half. Half. Half."""
234,2018-10-16,Serge,"""And JoeKim is a friend of mine...I think."""
235,2018-10-16,Serge,"""Are you Spider-Man?"""
236,2018-10-16,Serge,"""It's small, it's angry, and it has booties!"""
238,2018-10-17,Serge,"""Behold! The power of automation!"""
239,2018-10-17,Serge,"""Math was a mistake"""
240,2018-10-17,Serge,"""...that's not how a furnace works! Where's the *furnace* in this!?"""
241,2018-10-17,Serge,"""Curses."""
243,2018-10-17,"Serge, to JoeKim","""I just threw a stack of blocks I wanted to KEEP because that Joke was SO BAD."""
244,2018-10-17,Serge,"""It is OBVIOUS that JP is some kind of GENIUS!"""
246,2018-10-17,Serge,"""Everything is fine. Everything is fine. We *don't* need to burn the server down."""
247,2018-10-17,"Serge, after absolutely not nailing it in one","""*Basically* nailed it in one."""
248,2018-10-17,Serge,"""Now we're flooding a bit... good, good, perfect..."""
249,2018-10-17,Serge,"""Sure. I gave that sign 'The D.' Why not?"""
250,2018-10-17,Serge,"""Catch fire, please. I mean that in the kindest way possible."""
251,2018-10-17,Serge,"""Hi, friend! Welcome to the deck!"""
252,2018-10-17,Serge,"""We call that the 'ol 'Kansas City Shuffle.'"""
253,2018-10-17,Serge,"""Give 'im da beef!"""
254,2018-10-17,Serge,"""It feels... it feels... interesting."""
255,2018-10-18,Serge,"""I took my pants off."""
256,2018-10-18,Serge,"""New Record...Shoot!"""
257,2018-10-18,Serge,"""Almost *certainly* something is going to flow into James."""
258,2018-10-18,Serge,"""One of the cats is just sitting on top of James' mouth, and he won't open up!"""
259,2018-10-18,Serge,"""All of this kelp is going to flow into James."""
261,2018-10-18,Serge,"""Our base is haunted. That's what it has to be, right? *Spoops*!"""
262,2018-10-18,Serge,"""Please save me from myself."""
263,2018-10-18,Serge,"""We are needlessly wasteful, and I *love* it!"""
264,2018-10-18,Serge,"""Oofa! What have we done!?"""
267,2018-10-19,Serge,"""I fell! I'm under the boat! And Toothy Kevin is giving it to me!"""
268,2018-10-19,Serge,"""Ooh! What a wee little fish-friend. *GET IN ME.* Uh... I mean..."""
269,2018-10-19,Serge,"""Let me eat this potato and think about my life choices."""
272,2018-10-19,Serge,"""Hey-o! You get it, it's joke!"""
273,2018-10-19,Serge,"""I'm a hungry boy. Imma eat some potatoes."""
274,2018-10-19,Serge,"""Focus on that *WOOD.*"""
275,2018-10-19,Serge,"""Good job, little wood friend!"""
276,2018-10-19,Serge,"""We have our first clerked blerg!"""
277,2018-10-19,Serge,"""Dude, Kevin's a dick."""
279,2018-10-22,Serge,"""I may have spoken in haste in a moment of panic, and I apologize."""
281,2018-10-22,Serge,"""You might have Wall Zombies if you're..irritable."""
282,2018-10-22,Serge,"""Uh oh, Everything is fine."""
283,2018-10-22,Serge,"""We're not just getting rid of Mitch... *right away*."""
284,2018-10-22,Serge,"""Would they just walk in and straight donnybrook them?"""
285,2018-10-22,Serge,"""This whole stream is built upon a bed of lies."""
286,2018-10-22,Serge,"""This is a bad idea and I love it!"""
287,2018-10-22,Serge,"""I don't need firebreathing potions, I can just turn the lava off!"""
288,2018-10-22,Serge,"""I just want to be in that hole!"""
289,2018-10-22,Serge sadly,"""I can't burn these."""
290,2018-10-22,Serge,"""I'm not wrong, it's the children who are wrong."""
291,2018-10-22,Serge,"""Maybe I *can't* afford to be needlessly wasteful!"""
292,2018-10-22,"Serge, as he builds a grow-op","""Look chat! I feel like I'm growing as a person!"""
293,2018-10-22,Serge,"""Apparently the cat boops me every time I squeak."""
294,2018-10-22,Serge,"""I laugh at danger! Ha! No... last time I laughed at danger, I exploded. The hubris is real."""
295,2018-10-22,Serge,"""Oh my god... the pressure plates! NOOOoooOOOooo!!!"""
296,2018-10-23,Serge,"""...and you accuse *me* of hubris!?"""
297,2018-10-23,Serge,"""That was a bad idea! That was a bad idea and we *didn't die*!"""
298,2018-10-23,Serge,"""I'm not proud of what happened, chat. I'm just explaining."""
299,2018-10-23,Serge,"""...this fish was Serge."""
300,2018-10-23,Serge,"""What'll be quote three hundred? I have no idea."""
301,2018-10-24,Serge,"""Sorry, friends... we've beaten Minecraft."""
302,2018-10-24,Serge,"""I *actually* clenched."""
303,2018-10-24,Serge,"""How *dare* you, Arclight_Dynamo!?"""
304,2018-10-24,Serge,"""That skeleton is a pro Widowmaker!"""
306,2018-10-24,Serge,"""Kitty!? I love you!"""
307,2018-10-24,Serge,"""We have our big dumb idiot before they get their big dumb idiot."""
308,2018-10-24,Serge,"""Why is their deck better than ours!?"""
309,2018-10-25,Serge,"""We're out of trains."""
310,2018-10-29,Serge,"""I forgot that Boros has haste creatures!"""
311,2018-10-29,Serge,"""The dream of greedy Izzet is dead. Long live Greedy Izzet!"""
312,2018-10-29,Serge,"""Oh no, a bird! How do we kill a bird!?"""
313,2018-10-29,Serge,"""I think our clock is bigger than their clock. ...that almost came out lewd, pardon me!"""
314,2018-10-30,Serge,"""These peasants and their demands for good conditions."""
315,2018-10-30,Serge,"""Damn it! All our Wiggins died."""
316,2018-10-31,Serge,"""You want food? You're lucky we're even providing you a place to live 'happily'!"""
317,2018-10-31,Serge,"""Dance! Dance for me Lamb!"""
318,2018-10-31,Serge,"""Lucy just wants to embrace all of her new friends in Fire."""
319,2018-10-31,Serge,"""No! No! No! Don't be on fire!"""
320,2018-10-31,Serge,"""The peasants *dare* complain!?"""
321,2018-10-31,Serge,"""Chat, help; I couldn't pronounce words."""
322,2018-10-31,Serge,"""Our Wiggins over-committed butts. Classic."""
323,2018-10-31,Serge,"""Ooh, 666... an auspicious number on today, our day of the beast."""
324,2018-10-31,Serge,"""Finally! A mayor that does something!"""
325,2018-10-31,Serge,"""It is what it is."""
326,2018-11-01,Serge,"""We will remember them! ...whatever their name was."""
327,2018-11-01,Serge,"""I'm a silly boy."""
328,2018-11-01,Serge,"""Remember the oil, friends!"""
329,2018-11-02,Serge,"""I'm just going to walk away with this catfish and not ask any questions."""
330,2018-11-02,Serge,"""I'm going to smooch this fish one more time. I love you, fish."""
331,2018-11-02,Serge,"""I'm Fortnitin'!"""
333,2018-11-02,Serge,"""Want to come up and sleep with me?"""
334,2018-11-02,Serge,"""Get out of here ya Butt... !!!! YOU SHOT ME, BEN! AGAIN!"""
335,2018-11-05,Serge,"""Luckily, I've gotten good at Minecraft..."""
336,2018-11-05,Serge,"""Ca-caw! ...I don't know why I made a bird noise."""
337,2018-11-05,Serge,"""And now it's time to spell the words 'Desert Bus.'"""
338,2018-11-05,Serge,"""Hold on... I get to *slab* something? Let me at it! Haha! Whooo!"""
339,2011-11-06,Serge,"""I can't belive just how many times it took us to count to eleven."""
340,2018-11-06,Serge,"""This is such a needlessly complicated farm."""
341,2018-11-06,Serge,"""We can absolutely just cram this thing full of bones."""
342,2018-11-06,Serge,"""Why aren't you working...? OH GOD IT'S WORKING!"""
343,2018-11-06,Serge,"""We'll fix it later."""
344,2018-11-06,Serge,"""You *have* to talk smack, Sarah. 'Tis the spirit of Desert Bus!"""
345,2018-11-06,Serge,"""I'm gonna be honest, chat... I didn't actually test this."""
346,2018-11-06,Serge,"""That's a bad sign. I really should have counted... I guess?"""
347,2018-11-06,Serge,"""Are all of the quotes just me being really sad?"""
348,2018-11-06,Serge,"""Eighteen plus eighteen is thirty-six. That's how math works!"""
351,2018-11-06,Serge,"""Ah, what's the worst that could happen?"""
352,2018-11-07,Serge,"""Aw, I don't have my butts!"""
353,2018-11-07,Serge,"""What the...? Why'd I just fall in the sea?"""
354,2018-11-07,Serge,"""That's a boomer!"""
355,2018-11-07,Serge,"""Good news: This place is enormous. Bad News: This place is enormous."""
356,2018-11-07,Serge,"""Knock knock open up the door it's your boy AXE!"""
357,2018-11-07,Serge,"""Legend tells of the Boomer-Hole"""
358,2018-11-07,Serge,"""Screw you drop zombie!"""
359,2018-11-07,Serge,"""It's not off by one... IT'S OFF BY ONE."""
360,2018-11-07,Serge,"""My focus is legendary."""
361,2018-11-07,Serge,"""It's not that I miscounted; it's that I *didn't* count."""
362,2018-11-07,Serge,"""Hashtag blame Serge."""
363,2018-11-10,Serge,"""Mox Jet, Mox Opal, Mox Emerald, Mox Sapphire, Hyurkul's Recall, Replay Moxen, Tendrils of Agony."""
365,2018-11-12,Serge,"""If I could just draw your attention right...here."""
366,2018-11-13,Serge,"""The dawn of the 90th hour....oh GOD, SO TIRED."""
367,2018-11-19,Serge,"""I'm not going to say Kidnap....we're going to go....locate...some villagers."""
368,2018-11-19,Serge,"""Ben and Serge, I need you both to go gently live inside of this hole..."""
369,2018-11-19,Serge,"""We finally get to sacrifice villagers to our volcano god!!! I should not have been as excited about that."""
371,2018-11-20,Serge,"""It literally just exploded! After you told me it wouldn't! It exploded!"""
374,2018-11-20,Serge,"""Stop yer smoochin' and eat some potatoes!"""
375,2018-11-20,Serge,"""You're all complicit, now. We're in this together."""
376,2018-11-20,Serge,"""Oh no... *I'm* the doofus!"""
377,2018-11-20,Serge,"""Oh, it *totally* looks like a cult."""
378,2018-11-20,Serge,"""Problematic butts for days!"""
379,2018-11-20,Serge,"""Hrn. Harn. Hurn."""
380,2018-11-20,Serge,"""But what if, Purr?"""
381,2018-11-21,Serge,"""Chat. You have failed me for the last time."""
382,2018-11-21,Serge,"""Aah! I'm a fool! I'm a *fool*!"""
384,2018-11-21,Serge,"""It's not enough to burn Serifina to death."""
385,2018-11-21,Serge,"""Friends call me Doubleshot-Yager"""
387,2018-11-22,Serge,"""I'm learning how to make a staircase! One step at a time....HEYOOOO"""
388,2018-11-22,Serge,"""Aw I hecked up 'cuz I was singing!"""
389,2018-11-22,Serge,"""Just say 'no' to zombie holes!"""
390,2018-11-22,Serge,"""I think I'm just bad at estimating scope."""
391,2018-11-23,Serge,"""Corpse Candy? My favorite!"""
392,2018-11-23,Serge,"""Don't go in the Fire Hole!"""
393,2018-11-23,Serge,"""My arm is now SO metal."""
394,2018-11-23,Serge,"""Every time I have a sip of coffee, I die a little bit of pleasure."""
395,2018-11-23,Serge,"""We're on a date zombos!"""
396,2018-11-23,Serge,"""I'm basically a God of Death now."""
397,2018-11-23,Serge,"""I don't have time to read; I'm shooting things!"""
398,2018-11-26,Serge,"""Well I like you a lot Vezon, we'll do our best to accomodate your buttiness."""
399,2018-11-26,"Serge, after asking not to have this quoted","""We should have enough sea lanterns for what we want to do."""
400,2018-11-26,Serge,"""I am a dumb."""
401,2018-11-26,"Serge, immediately before hecking up royally","""This may hurt some of you... but I know what I'm doing."""
402,2018-11-26,Serge,"""Disclaimer: Serge does not know how to rap."""
403,2018-11-26,Serge,"""Why does everything always have to look so good in my builds, friends?"""
404,2018-11-26,Serge,"""Five out of seven; perfect game."""
405,2018-11-26,Serge,"""I have learned how to count,"""
406,2018-11-26,"Serge, of JoeKim","""...peasant."""
407,2018-11-26,Serge,"""Slabs take the ordinary, and make it... extraordinary. Slabs."""
408,2018-11-26,Serge,"""I'm never going to say this again JoeKim: use the diorite!"""
410,2018-11-27,Serge,"""Serifina's cackling at us...that means we did something wrong."""
414,2018-11-27,Serge,"""'West' and 'left' are probably the same thing."""
415,2018-11-27,Serge,"""You should be on fire."""
416,2018-11-27,Serge,"""My only weakness: caves."""
417,2018-11-27,Serge,"""Into the fire with *you*."""
418,2018-11-27,Serge,"""James, I'm sorry about your server..."""
419,2018-11-27,Serge,"""On Tranquil Tuesdays we fix signs."""
420,2018-11-27,Serge,"""Serge has all these ideas and still gets nothing done."""
421,2018-11-27,Serge,"""Just go to your new home, peasant."""
422,2018-12-03,Serge,"""We're going to have to go in and dance around Cheeseburger."""
423,2018-12-03,Serge,"""Wait, I lied. No, I didn't lie. Yes, I did lie."""
424,2018-12-03,Serge,"""I have an interesting idea... It involves changing everything."""
425,2018-12-03,Serge,"""JoeKim, you're my hero!"""
426,2018-12-03,Serge,"""Mrer mrer mrer, hubris."""
427,2018-12-03,Serge,"""What part of you is the cow... and what part of you is the boat!?"""
428,2018-12-04,Serge,"""Welcome to Cake Hell: eat your way out!"""
429,2018-12-04,Serge,"""I just wanted to prove LadyAtarka wrong!"""
430,2018-12-04,Serge,"""Ow, ow, ow! What have I done!?"""
431,2018-12-04,Serge,"""Oh right, I should have 'yeeted.' One day I'll learn how to meme..."""
432,0218-12-04,Serge,"""Classic underground sun."""
433,2018-12-04,Serge to EJGRgunner,"""Sorry Gunner we're going to have to burn you as a witch."""
434,2018-12-04,Serge,"""Oh right! The murder hole! Ah, good 'ol murder hole."""
435,2018-12-06,Serge,"""We might experience some TEMPORARY DARKNESS."""
436,2018-10-06,Serge,"""The chicken will melt."""
437,2018-12-06,Serge,"""There's always just the joy of being Donkey Kong."""
438,2018-12-06,Serge,"""Hello and Welcome to Captain Planet Tuesdays."""
439,2018-12-06,Serge,"""....Why are people telling me to skin leopards?"""
440,2018-12-06,Serge,"""Nooo! Not the jungle!"""
441,2018-12-06,Serge,"""Just... go despawn, or something!"""
442,2018-12-06,Serge,"""I've got bad news for you, friends: I am easily distracted."""
444,2018-12-06,Serge,"""Welcome to infinite Lego."""
445,2018-12-06,Serge,"""It's Twitch; things happen."""
446,2018-12-06,Serge,"""Grass. Grass. Grass. Grass. Grass?"""
447,2018-12-10,Serge,"""I don't even know if they're big enough. I'll *have* to make them larger."""
448,2018-12-10,Serge,"""Getting swole with turtles: it's the hottest new trend."""
449,2018-12-10,Serge,"""Remember how confident I was that we had all the terracotta we would ever need?"""
451,2018-12-10,Serge,"""Yes, that's right: we hand-grind all of our coffee. That's another part of the ritual."""
452,2018-12-10,"Serge, with the Big Mood","""Why is it nighttime? I want to keep working on this without having to go to sleep!"""
453,2018-12-11,Serge,"""That was some aggressive saxophone, holy moly!"""
454,2018-12-11,Serge,"""Don't listen to my pathetic noises; I was in *complete* control that whole time..."""
455,2018-12-11,Serge,"""Alright, get low. There you go... there you go..."""
456,2018-12-11,Serge,"""I dunno where this hole's going, but I'm gonna keep digging..."""
457,2018-12-11,Serge,"""Remember everyone I'm a Minecraft professional, don't try this at home."""
458,2018-12-11,Serge,"""Let's light one more thing on fire."""
459,2018-12-11,Serge,"""Who's a mushroom now!"""
461,2018-12-12,Serge,"""Our opponent has *awkward_fart.wav.*"""
